/mnt/corpora/sri_gabon/tdf/afc-gabon_16.06.11_002_conv_0023.tdf	bonjour je voudrais voir un docteur
/mnt/corpora/sri_gabon/tdf/afc-gabon_16.06.11_002_conv_0025.tdf	celà fait trois jours euh j' ai joué au foot je suis j' ai trébuché et puis je suis tombé je me suis blessé là j' ai pris quelques anti-inflamatoires mais je me sens de plus en plus mal
/mnt/corpora/sri_gabon/tdf/afc-gabon_16.06.11_002_conv_0026.tdf	j' ai pris du diclofenac
/mnt/corpora/sri_gabon/tdf/afc-gabon_16.06.11_002_conv_0030.tdf	j' ai cru que c' était juste une écorchure et puis là c' est je le sens mal aux os apparemment j' ai une fracture
/mnt/corpora/sri_gabon/tdf/afc-gabon_16.06.11_014_conv_0078.tdf	oui monsieur il y a pas de problème
/mnt/corpora/sri_gabon/tdf/afc-gabon_16.06.11_016_conv_0233.tdf	où êtes-vous
/mnt/corpora/sri_gabon/tdf/afc-gabon_16.06.11_016_conv_0235.tdf	il y a-t' il un temps opportun
/mnt/corpora/sri_gabon/tdf/afc-gabon_16.06.12_017_conv_0056.tdf	bonjour monsieur
/mnt/corpora/sri_gabon/tdf/afc-gabon_16.06.12_017_conv_0059.tdf	je vous ai dit que je travaille dans un bureau de recensement et nous sommes en train de faire euh la le un recensement démographique
/mnt/corpora/sri_gabon/tdf/afc-gabon_16.06.12_017_conv_0061.tdf	infirmier et votre femme vous avez quel âge votre femme a quel âge vous avez vos enfants ont quel âge s' il vous plaît
/mnt/corpora/sri_gabon/tdf/afc-gabon_16.06.12_017_conv_0067.tdf	je vais très bien monsieur merci et vous
/mnt/corpora/sri_gabon/tdf/afc-gabon_16.06.12_017_conv_0081.tdf	oui monsieur
/mnt/corpora/sri_gabon/tdf/afc-gabon_16.06.12_017_conv_0082.tdf	ma femme est infirmière
/mnt/corpora/sri_gabon/tdf/afc-gabon_16.06.12_017_conv_0083.tdf	ah oui parfois
/mnt/corpora/sri_gabon/tdf/afc-gabon_16.06.12_018_conv_0064.tdf	euh j' ai vu le match de la de la france
/mnt/corpora/sri_gabon/tdf/afc-gabon_16.06.12_018_conv_0065.tdf	effectivement on parlait de de favori je comptais beaucoup plus sur l' angleterre mais le match qu' ils ont joué euh le douze juin deux mille seize vraiment ce ce match s' est soldé un but partout et l' angleterre pour lui c' était comme une défaite donc ça ne commence pas très bien avec le favori
/mnt/corpora/sri_gabon/tdf/afc-gabon_16.06.12_018_conv_0066.tdf	ce que j' ai constaté sur l' équipe de la france c' est que une fois qu' ils marquent le but ils ne tiennent plus bien en défense on parvient toujours à égaliser le plus tôt possible c' est là si l' entraîneur ne voit pas bien ce côté c' est qu' ils n' iront pas loin sur l' euros
/mnt/corpora/sri_gabon/tdf/afc-gabon_16.06.12_018_conv_0067.tdf	mais sinon je souhaiterais voir la france en finale
