/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0001.wav	qui a des noix en casse  qui n' en a pas s' en passe 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0002.wav	quand il n' y en a plus  il y en a encore 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0003.wav	qui terre a  guerre a qui rien a  pis a
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0004.wav	abandon fait larron 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0005.wav	un grand homme ne s' abandonne pas à lui même 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0006.wav	tout chien qui aboie ne mord pas 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0007.wav	abondance de bien ne nuit pas 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0008.wav	ce qui abonde ne vicie pas 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0009.wav	qui mieux abreuve  mieux preuve 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0010.wav	homme sans abris  oiseau sans nid 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0011.wav	les absents ont toujours tort 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0012.wav	les présents valent mieux que les absents 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0013.wav	les os sont pour les absents 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0014.wav	on oublie vite les absents 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0015.wav	chute d' ardoise pèse plus au présent  que chute de tour à l' absent 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0016.wav	avant d' admettre l' absurde  on épuise toute les solutions 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0017.wav	qui achète ce qu' il ne peut  vend  après  ce qu' il ne veut 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0018.wav	qui achète le superflu  vendra bientôt le nécessaire 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0019.wav	il y a plus de fous acheteurs que de fous vendeurs 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0020.wav	mieux vaut acheter qu' emprunter 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0021.wav	ne pas acheter  c' est se faire une rente 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0022.wav	achète en foire et vends à la maison 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0023.wav	il ne faut pas acheter chat en poche 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0024.wav	les plus accommodants sont les plus habiles 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0025.wav	un méchant accommodement vaut mieux que le meilleur procès 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0026.wav	mieux vaut être seul que mal accompagné 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0027.wav	ce que l' on acquiert méchamment  on le dépense sottement 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0028.wav	bien mal acquis ne prospère jamais 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0029.wav	qui s' acquitte  s' enrichit 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0030.wav	l' admiration est fille de l' ignorance 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0031.wav	adresse passe force 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0032.wav	pousse tes faires  et que ce ne soit pas elles qui te poussent 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0033.wav	les affaires se font à table 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0034.wav	les affaires font les hommes 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0035.wav	il n' est point de petites affaires 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0036.wav	dieu nous garde d' un homme qui n' a qu' une affaire 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0037.wav	ceux qui n' ont point d' affaires  s' en font 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0038.wav	les affaires sont ce qu' on les fait 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0039.wav	dans les affaires du monde  ce n' est pas la foi qui sauve  mais plutôt l' incrédulité 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0040.wav	qui a affaire à gens de bien se repose 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0041.wav	affaire menée sans bruit  se fait avec plus de fruit 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0042.wav	ventre affamé n' a point d' oreilles 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0043.wav	qui n' a l' esprit de son âge  de son âge a le malheur 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0044.wav	plus on pile l' ail  plus il sent mauvais 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0045.wav	on ne s' aime bien que quand on a plus besoin de se le dire 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0046.wav	qui veut être aimé  qu' il aime 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0047.wav	qui aime bien tard oublie 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0048.wav	qui aime bien  châtie bien 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0049.wav	quand on n' a pas ce que l' on aime  il faut aimer ce que l' on a
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0050.wav	c' est trop d' aimer quand on en meurt 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0051.wav	pour gagner un homme  sachez ce qu' il aime 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0052.wav	difficile chose est de souffrir aise 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0053.wav	grand peine est d' avoir amasser  et bref chose de dépenser 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0054.wav	les battus paient l' amende 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0055.wav	ce qui est amer à la bouche peut être doux au coeur 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0056.wav	on perd plus d' amis par ses demandes que par ses refus 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0057.wav	il ne faut pas laisser croître l' herbe sur le chemin de l' amitié 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0058.wav	cadran solaire et faux ami  parlent tant que le soleil luit  et se taisent quand il s' enfuit 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0059.wav	ami de tous  ami de personne 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0060.wav	bonne femme  bon ami  bon melon  il n' en est pas à foison 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0061.wav	il n' y a si bons amis qui ne se quittent 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0062.wav	ami de table est bien variable 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0063.wav	les bons comptes font les bons amis 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0064.wav	au prêter  ami au rendre  ennemi 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0065.wav	fol est qui perde bon ami pour femme 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0066.wav	au besoin  on connaît les amis 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0067.wav	mieux vaut mourir prés de son ami  que de vivre prés de son ennemi 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0068.wav	mieux vaut ami que parenté  mieux qu' ami  sens et loyauté 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0069.wav	on peut vivre sans frère  mais non pas sans ami 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0070.wav	entre amis  tous biens sont communs 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0071.wav	on connaît les bonnes sources dans la sécheresse  et les bons amis dans la tristesse 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0072.wav	il est moins honteux d' être trompé par ses amis que de s' en méfier 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0073.wav	bonne amitié vaut mieux que tour fortifiée 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0074.wav	fol est qui son ami ne croit 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-01/ctell1-01-0075.wav	ne croit nul s' il n' est ton ami 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-02/ctell1-02-0076.wav	rien n' est si dangereux qu' un indiscret ami  mieux vaudrait un sage ennemi 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-02/ctell1-02-0077.wav	si ton ami est borgne  regarde-le de profil 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-02/ctell1-02-0078.wav	qui veut garder son ami  n' ait nulle affaire avec lui 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-02/ctell1-02-0079.wav	il n' est meilleur ami ni parent  que soi-même 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-02/ctell1-02-0080.wav	les amours commencent par anneaux  et finissent par couteaux 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-02/ctell1-02-0081.wav	ancienneté a autorité 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-02/ctell1-02-0082.wav	a rude âne  rude ânier 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-02/ctell1-02-0083.wav	qui ne peut frapper l' âne  frappe le bât 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-02/ctell1-02-0084.wav	on ne saurait faire boire l' âne s' il n' a soif 
/mnt/corpora/Yaounde/read/wavs/16000/ctell1-02/ctell1-02-0085.wav	tel fait l' âne pour avoir du son 
