 /mnt/corpora/niger_west_african_fr/niger_sys1_1/niger_sys1_1_088.wav	bonjour ne bonjour monsieur tout mouvement sur cette route est interdit
/mnt/corpora/niger_west_african_fr/niger_sys1_1/niger_sys1_1_089.wav	bonjour monsieur tout mouvement sur cette route est interdit
/mnt/corpora/niger_west_african_fr/niger_sys1_1/niger_sys1_1_090.wav	bonjour monsieur tout mouvement sur cette route est interdit
/mnt/corpora/niger_west_african_fr/niger_sys1_1/niger_sys1_1_091.wav	vous ne pouvez pas conduire votre véhicule ou marcher sur cette direction
/mnt/corpora/niger_west_african_fr/niger_sys1_1/niger_sys1_1_092.wav	personne ne peut voyager dans cette direction pour le moment c' est trop dangereux
/mnt/corpora/niger_west_african_fr/niger_sys1_1/niger_sys1_1_093.wav	personne ne peut voyager dans cette direction pour le moment c' est trop dangereux
/mnt/corpora/niger_west_african_fr/niger_sys1_1/niger_sys1_1_094.wav	vous ne pouvez pas aller dans cette direction
/mnt/corpora/niger_west_african_fr/niger_sys1_1/niger_sys1_1_095.wav	bonjour monsieur
/mnt/corpora/niger_west_african_fr/niger_sys1_1/niger_sys1_1_096.wav	tout mouvement sur cette route est interdit
/mnt/corpora/niger_west_african_fr/niger_sys1_1/niger_sys1_1_097.wav	tout mouvement sur cette route est interdit
/mnt/corpora/niger_west_african_fr/niger_sys1_1/niger_sys1_1_098.wav	pas aller dans cette direction
/mnt/corpora/niger_west_african_fr/niger_sys1_1/niger_sys1_1_099.wav	vous ne pouvez pas aller dans cette direction
/mnt/corpora/niger_west_african_fr/niger_sys1_1/niger_sys1_1_100.wav	ne pouvait pas aller dans cette direction
/mnt/corpora/niger_west_african_fr/niger_sys1_1/niger_sys1_1_101.wav	personne ne peut voyager dans cette direction pour le moment c' est trop dangereux
/mnt/corpora/niger_west_african_fr/niger_sys1_1/niger_sys1_1_102.wav	c' est trop dangereux
/mnt/corpora/niger_west_african_fr/niger_sys1_1/niger_sys1_1_103.wav	quand s' est-elle blessée
/mnt/corpora/niger_west_african_fr/niger_sys1_1/niger_sys1_1_104.wav	quand s' est-elle blessée
/mnt/corpora/niger_west_african_fr/niger_sys1_1/niger_sys1_1_108.wav	je crois que ça ne marche pas
/mnt/corpora/niger_west_african_fr/niger_sys1_1/niger_sys1_1_109.wav	quand s' est-elle blessée comment s' est-il passé
/mnt/corpora/niger_west_african_fr/niger_sys1_1/niger_sys1_1_110.wav	quand s' est-il blessé comment s' est-il passé
/mnt/corpora/niger_west_african_fr/niger_sys1_1/niger_sys1_1_111.wav	quand s' est-elle blessée
/mnt/corpora/niger_west_african_fr/niger_sys1_1/niger_sys1_1_112.wav	quand s' est-elle blessée
/mnt/corpora/niger_west_african_fr/niger_sys1_1/niger_sys1_1_113.wav	inde quand s' est-elle blessée
/mnt/corpora/niger_west_african_fr/niger_sys1_1/niger_sys1_1_114.wav	quand s' est-elle blessée
/mnt/corpora/niger_west_african_fr/niger_sys1_1/niger_sys1_1_115.wav	comment s' est-il passé
/mnt/corpora/niger_west_african_fr/niger_sys1_2/niger_sys1_2_122.wav	oui il y a un bâtiment disponible exclusivement pour eux
/mnt/corpora/niger_west_african_fr/niger_sys1_2/niger_sys1_2_123.wav	il y a un bâtiment disponible exclusivement pour eux
/mnt/corpora/niger_west_african_fr/niger_sys1_2/niger_sys1_2_125.wav	ont pas de générateur électrique disponible
/mnt/corpora/niger_west_african_fr/niger_sys1_2/niger_sys1_2_126.wav	pe le moubarak babadi je suis stagiaire à renseignement
/mnt/corpora/niger_west_african_fr/niger_sys1_2/niger_sys1_2_127.wav	est-ce que votre équipe peut apporter un générateur
/mnt/corpora/niger_west_african_fr/niger_sys1_2/niger_sys1_2_128.wav	est-ce que votre équipe peut apporter un générateur
/mnt/corpora/niger_west_african_fr/niger_sys1_2/niger_sys1_2_129.wav	est-ce que votre équipe peut apporter un générateur
/mnt/corpora/niger_west_african_fr/niger_sys1_2/niger_sys1_2_130.wav	nous avons de l' essence
/mnt/corpora/niger_west_african_fr/niger_sys1_2/niger_sys1_2_131.wav	nous avons de l' essence
/mnt/corpora/niger_west_african_fr/niger_sys1_2/niger_sys1_2_132.wav	nous avons de l' essence
/mnt/corpora/niger_west_african_fr/niger_sys1_2/niger_sys1_2_133.wav	nous avons de l' essence
/mnt/corpora/niger_west_african_fr/niger_sys1_2/niger_sys1_2_136.wav	oui les américains peuvent dîner avec nous de notre salle à manger
/mnt/corpora/niger_west_african_fr/niger_sys1_2/niger_sys1_2_137.wav	oui les américains peuvent dîner avec nous dans notre salle à manger
/mnt/corpora/niger_west_african_fr/niger_sys1_2/niger_sys1_2_138.wav	oui les américains peuvent dîner avec nous de notre salle à manger
/mnt/corpora/niger_west_african_fr/niger_sys1_2/niger_sys1_2_139.wav	oui l' équipe américaine peut acheter des provisions au magasin situé à environ trois cents mètres de l' entrée
/mnt/corpora/niger_west_african_fr/niger_sys1_2/niger_sys1_2_141.wav	oui l' équipe américaine peut acheter des provisions au magasin situé à environ trois cents mètres de l' entrée
/mnt/corpora/niger_west_african_fr/niger_sys1_2/niger_sys1_2_142.wav	l' eau potable vient d' un puits local
/mnt/corpora/niger_west_african_fr/niger_sys1_2/niger_sys1_2_143.wav	l' eau potable vient d' un puits local
/mnt/corpora/niger_west_african_fr/niger_sys1_2/niger_sys1_2_144.wav	il y a un réservoir de huit cent litres situé près de la salle à manger
/mnt/corpora/niger_west_african_fr/niger_sys1_2/niger_sys1_2_150.wav	on a tout un château d' eau disponible
/mnt/corpora/niger_west_african_fr/niger_sys1_2/niger_sys1_2_152.wav	non l' eau coûte moins cher ici
/mnt/corpora/niger_west_african_fr/niger_sys1_3/niger_sys1_3_155.wav	il y a un peu de difficulté de la traduction
/mnt/corpora/niger_west_african_fr/niger_sys1_3/niger_sys1_3_156.wav	il y a un peu de difficulté dans la traduction
/mnt/corpora/niger_west_african_fr/niger_sys1_3/niger_sys1_3_158.wav	j' ai compris c' est une bonne initiative
/mnt/corpora/niger_west_african_fr/niger_sys1_3/niger_sys1_3_159.wav	j' ai compris c' est une bonne chose
/mnt/corpora/niger_west_african_fr/niger_sys1_3/niger_sys1_3_160.wav	c' est compris c' est une bonne expérience
/mnt/corpora/niger_west_african_fr/niger_sys1_3/niger_sys1_3_166.wav	de l' anglais au français ça passe bien mais du français à l' anglais c' est un peu compliqué
/mnt/corpora/niger_west_african_fr/niger_sys1_3/niger_sys1_3_168.wav	mon voisin ne comprend pas ce qu' on se disait
/mnt/corpora/niger_west_african_fr/niger_sys1_3/niger_sys1_3_169.wav	mon voisin ne comprend pas ce que je disais
/mnt/corpora/niger_west_african_fr/niger_sys1_3/niger_sys1_3_170.wav	avec un peu d' amélioration ça va à
/mnt/corpora/niger_west_african_fr/niger_sys1_3/niger_sys1_3_171.wav	avec un peu de correction ça va à
/mnt/corpora/niger_west_african_fr/niger_sys1_3/niger_sys1_3_172.wav	avec un peu de correction ça va aller
